2016-11-16 11:32:23,929 : INFO : collecting all words and their counts
2016-11-16 11:32:23,929 : INFO : PROGRESS: at example #0, processed 0 words (0/s), 0 word types, 0 tags
2016-11-16 11:32:24,016 : INFO : collected 11802 word types and 13 unique tags from a corpus of 4880 examples and 95616 words
2016-11-16 11:32:24,024 : INFO : min_count=5 retains 2637 unique words (drops 9165)
2016-11-16 11:32:24,025 : INFO : min_count leaves 81620 word corpus (85% of original 95616)
2016-11-16 11:32:24,029 : INFO : deleting the raw counts dictionary of 11802 items
2016-11-16 11:32:24,029 : INFO : sample=0 downsamples 0 most-common words
2016-11-16 11:32:24,029 : INFO : downsampling leaves estimated 81620 word corpus (100.0% of prior 81620)
2016-11-16 11:32:24,029 : INFO : estimated required memory for 2637 words and 300 dimensions: 8192900 bytes
2016-11-16 11:32:24,031 : INFO : constructing a huffman tree from 2637 words
2016-11-16 11:32:24,086 : INFO : built huffman tree with maximum node depth 14
2016-11-16 11:32:24,087 : INFO : resetting layer weights
2016-12-04 21:59:59,166 : INFO : PROGRESS: at 8.62% examples, 655093 words/s, in_qsize 7, out_qsize 1
2016-12-04 21:59:59,166 : DEBUG : queueing job #905 (9914 words, 24 sentences) at alpha 0.02284
2016-12-04 21:59:59,188 : DEBUG : queueing job #906 (8817 words, 17 sentences) at alpha 0.02284
2016-12-04 21:59:59,203 : DEBUG : queueing job #907 (9825 words, 11 sentences) at alpha 0.02283
2016-12-04 21:59:59,225 : DEBUG : queueing job #908 (9940 words, 26 sentences) at alpha 0.02283
2016-12-04 21:59:59,226 : DEBUG : queueing job #909 (6082 words, 16 sentences) at alpha 0.02283
2016-12-04 21:59:59,256 : DEBUG : queueing job #910 (11109 words, 1 sentences) at alpha 0.02283
2016-12-04 21:59:59,268 : DEBUG : queueing job #911 (9155 words, 8 sentences) at alpha 0.02283
2016-12-04 21:59:59,269 : DEBUG : queueing job #912 (6875 words, 12 sentences) at alpha 0.02283
2016-12-04 21:59:59,283 : DEBUG : queueing job #913 (9341 words, 11 sentences) at alpha 0.02283
2016-12-04 21:59:59,316 : DEBUG : queueing job #914 (9901 words, 18 sentences) at alpha 0.02283
2016-12-04 21:59:59,322 : DEBUG : queueing job #915 (8157 words, 22 sentences) at alpha 0.02283
2016-12-04 21:59:59,330 : DEBUG : queueing job #916 (9778 words, 17 sentences) at alpha 0.02282
2016-12-04 21:59:59,345 : DEBUG : queueing job #917 (9303 words, 47 sentences) at alpha 0.02282
2016-12-04 21:59:59,377 : DEBUG : queueing job #918 (9342 words, 20 sentences) at alpha 0.02282
2016-12-04 21:59:59,380 : DEBUG : queueing job #919 (9841 words, 23 sentences) at alpha 0.02282
2016-12-04 21:59:59,395 : DEBUG : queueing job #920 (9772 words, 14 sentences) at alpha 0.02282
2016-12-04 21:59:59,410 : DEBUG : queueing job #921 (9956 words, 10 sentences) at alpha 0.02281
2016-12-04 21:59:59,418 : DEBUG : queueing job #922 (9294 words, 21 sentences) at alpha 0.02281
2016-12-04 21:59:59,439 : DEBUG : queueing job #923 (9197 words, 21 sentences) at alpha 0.02281
2016-12-04 21:59:59,453 : DEBUG : queueing job #924 (9679 words, 18 sentences) at alpha 0.02281
2016-12-04 21:59:59,456 : DEBUG : queueing job #925 (9600 words, 17 sentences) at alpha 0.02281
2016-12-04 21:59:59,477 : DEBUG : queueing job #926 (8988 words, 12 sentences) at alpha 0.02281
2016-12-04 21:59:59,501 : DEBUG : queueing job #927 (8912 words, 25 sentences) at alpha 0.02281
2016-12-04 21:59:59,503 : DEBUG : queueing job #928 (8798 words, 21 sentences) at alpha 0.02280
2016-12-04 21:59:59,518 : DEBUG : queueing job #929 (8891 words, 19 sentences) at alpha 0.02280
2016-12-04 21:59:59,538 : DEBUG : queueing job #930 (9637 words, 20 sentences) at alpha 0.02280
2016-12-04 21:59:59,558 : DEBUG : queueing job #931 (7792 words, 12 sentences) at alpha 0.02280
2016-12-04 21:59:59,565 : DEBUG : queueing job #932 (9362 words, 15 sentences) at alpha 0.02280
2016-12-04 21:59:59,578 : DEBUG : queueing job #933 (9929 words, 29 sentences) at alpha 0.02280
2016-12-04 21:59:59,598 : DEBUG : queueing job #934 (9686 words, 26 sentences) at alpha 0.02279
2016-12-04 21:59:59,617 : DEBUG : queueing job #935 (9760 words, 23 sentences) at alpha 0.02279
2016-12-04 21:59:59,623 : DEBUG : queueing job #936 (8106 words, 19 sentences) at alpha 0.02279
2016-12-04 21:59:59,639 : DEBUG : queueing job #937 (9496 words, 13 sentences) at alpha 0.02279
2016-12-04 21:59:59,657 : DEBUG : queueing job #938 (9832 words, 24 sentences) at alpha 0.02279
2016-12-04 21:59:59,672 : DEBUG : queueing job #939 (8645 words, 17 sentences) at alpha 0.02279
2016-12-04 21:59:59,679 : DEBUG : queueing job #940 (9932 words, 26 sentences) at alpha 0.02278
2016-12-04 21:59:59,695 : DEBUG : queueing job #941 (9913 words, 25 sentences) at alpha 0.02278
2016-12-04 21:59:59,712 : DEBUG : queueing job #942 (293 words, 2 sentences) at alpha 0.02278
2016-12-04 21:59:59,728 : DEBUG : queueing job #943 (22940 words, 1 sentences) at alpha 0.02278
2016-12-04 21:59:59,732 : DEBUG : queueing job #944 (9989 words, 30 sentences) at alpha 0.02278
2016-12-04 21:59:59,753 : DEBUG : queueing job #945 (9421 words, 20 sentences) at alpha 0.02278
2016-12-04 21:59:59,774 : DEBUG : queueing job #946 (9944 words, 13 sentences) at alpha 0.02278
2016-12-04 21:59:59,789 : DEBUG : queueing job #947 (9942 words, 18 sentences) at alpha 0.02277
2016-12-04 21:59:59,794 : DEBUG : queueing job #948 (9899 words, 22 sentences) at alpha 0.02277
2016-12-04 21:59:59,806 : DEBUG : queueing job #949 (9755 words, 16 sentences) at alpha 0.02277
2016-12-04 21:59:59,835 : DEBUG : queueing job #950 (9788 words, 25 sentences) at alpha 0.02277
2016-12-04 21:59:59,847 : DEBUG : queueing job #951 (9873 words, 32 sentences) at alpha 0.02277
2016-12-04 21:59:59,851 : DEBUG : queueing job #952 (9799 words, 15 sentences) at alpha 0.02277
2016-12-04 21:59:59,852 : DEBUG : queueing job #953 (9975 words, 21 sentences) at alpha 0.02276
2016-12-04 21:59:59,868 : DEBUG : queueing job #954 (8334 words, 15 sentences) at alpha 0.02276
2016-12-04 21:59:59,897 : DEBUG : queueing job #955 (6982 words, 14 sentences) at alpha 0.02276
2016-12-04 21:59:59,911 : DEBUG : queueing job #956 (9645 words, 15 sentences) at alpha 0.02276
2016-12-04 21:59:59,916 : DEBUG : queueing job #957 (9914 words, 16 sentences) at alpha 0.02276
2016-12-04 21:59:59,927 : DEBUG : queueing job #958 (9744 words, 23 sentences) at alpha 0.02276
2016-12-04 21:59:59,960 : DEBUG : queueing job #959 (8864 words, 10 sentences) at alpha 0.02276
2016-12-04 21:59:59,973 : DEBUG : queueing job #960 (9102 words, 19 sentences) at alpha 0.02276
2016-12-04 21:59:59,980 : DEBUG : queueing job #961 (7634 words, 19 sentences) at alpha 0.02275
2016-12-04 21:59:59,989 : DEBUG : queueing job #962 (9992 words, 19 sentences) at alpha 0.02275
2016-12-04 22:00:00,020 : DEBUG : queueing job #963 (9240 words, 19 sentences) at alpha 0.02275
2016-12-04 22:00:00,040 : DEBUG : queueing job #964 (9482 words, 13 sentences) at alpha 0.02275
2016-12-04 22:00:00,042 : DEBUG : queueing job #965 (9895 words, 16 sentences) at alpha 0.02275
2016-12-04 22:00:00,055 : DEBUG : queueing job #966 (9793 words, 25 sentences) at alpha 0.02275
2016-12-04 22:00:00,076 : DEBUG : queueing job #967 (9425 words, 8 sentences) at alpha 0.02274
2016-12-04 22:00:00,084 : DEBUG : queueing job #968 (8367 words, 12 sentences) at alpha 0.02274
2016-12-04 22:00:00,103 : DEBUG : queueing job #969 (9883 words, 14 sentences) at alpha 0.02274
2016-12-04 22:00:00,117 : DEBUG : queueing job #970 (9696 words, 21 sentences) at alpha 0.02274
2016-12-04 22:00:00,137 : DEBUG : queueing job #971 (8795 words, 13 sentences) at alpha 0.02274
2016-12-04 22:00:00,139 : DEBUG : queueing job #972 (9724 words, 31 sentences) at alpha 0.02274
2016-12-04 22:00:00,160 : DEBUG : queueing job #973 (9214 words, 14 sentences) at alpha 0.02274
2016-12-04 22:00:00,164 : DEBUG : queueing job #974 (8327 words, 6 sentences) at alpha 0.02274
2016-12-04 22:00:00,195 : DEBUG : queueing job #975 (9312 words, 14 sentences) at alpha 0.02273
2016-12-04 22:00:00,195 : INFO : PROGRESS: at 9.03% examples, 654213 words/s, in_qsize 8, out_qsize 0
2016-12-04 22:00:00,200 : DEBUG : queueing job #976 (3474 words, 13 sentences) at alpha 0.02273
2016-12-04 22:00:00,220 : DEBUG : queueing job #977 (10880 words, 1 sentences) at alpha 0.02273
2016-12-04 22:00:00,226 : DEBUG : queueing job #978 (8299 words, 9 sentences) at alpha 0.02273
2016-12-04 22:00:00,258 : DEBUG : queueing job #979 (8128 words, 5 sentences) at alpha 0.02273
2016-12-04 22:00:00,259 : DEBUG : queueing job #980 (9835 words, 9 sentences) at alpha 0.02273
2016-12-04 22:00:00,271 : DEBUG : queueing job #981 (9762 words, 16 sentences) at alpha 0.02273
2016-12-04 22:00:00,289 : DEBUG : queueing job #982 (9598 words, 10 sentences) at alpha 0.02273
2016-12-04 22:00:00,313 : DEBUG : queueing job #983 (9719 words, 23 sentences) at alpha 0.02273
2016-12-04 22:00:00,319 : DEBUG : queueing job #984 (9469 words, 17 sentences) at alpha 0.02273
2016-12-04 22:00:00,334 : DEBUG : queueing job #985 (9311 words, 14 sentences) at alpha 0.02273
2016-12-04 22:00:00,349 : DEBUG : queueing job #986 (9936 words, 21 sentences) at alpha 0.02272
2016-12-04 22:00:00,359 : DEBUG : queueing job #987 (9668 words, 13 sentences) at alpha 0.02272
2016-12-04 22:00:00,361 : DEBUG : queueing job #988 (9906 words, 24 sentences) at alpha 0.02272
2016-12-04 22:00:00,376 : DEBUG : queueing job #989 (9506 words, 24 sentences) at alpha 0.02272
2016-12-04 22:00:00,408 : DEBUG : queueing job #990 (9771 words, 15 sentences) at alpha 0.02272
2016-12-04 22:00:00,410 : DEBUG : queueing job #991 (8788 words, 20 sentences) at alpha 0.02272
2016-12-04 22:00:00,411 : DEBUG : queueing job #992 (9265 words, 23 sentences) at alpha 0.02271
2016-12-04 22:00:00,436 : DEBUG : queueing job #993 (8798 words, 10 sentences) at alpha 0.02271
2016-12-04 22:00:00,469 : DEBUG : queueing job #994 (9702 words, 17 sentences) at alpha 0.02271
2016-12-04 22:00:00,470 : DEBUG : queueing job #995 (9806 words, 24 sentences) at alpha 0.02271
2016-12-04 22:00:00,471 : DEBUG : queueing job #996 (9134 words, 8 sentences) at alpha 0.02271
2016-12-04 22:00:00,494 : DEBUG : queueing job #997 (9445 words, 21 sentences) at alpha 0.02271
2016-12-04 22:00:00,521 : DEBUG : queueing job #998 (9808 words, 13 sentences) at alpha 0.02271
2016-12-04 22:00:00,529 : DEBUG : queueing job #999 (8826 words, 20 sentences) at alpha 0.02270
2016-12-04 22:00:00,532 : DEBUG : queueing job #1000 (9891 words, 17 sentences) at alpha 0.02270
2016-12-04 22:00:00,557 : DEBUG : queueing job #1001 (9811 words, 14 sentences) at alpha 0.02270
2016-12-04 22:00:00,580 : DEBUG : queueing job #1002 (9796 words, 17 sentences) at alpha 0.02270
2016-12-04 22:00:00,587 : DEBUG : queueing job #1003 (9959 words, 17 sentences) at alpha 0.02270
2016-12-04 22:00:00,589 : DEBUG : queueing job #1004 (8237 words, 8 sentences) at alpha 0.02270
2016-12-04 22:00:00,616 : DEBUG : queueing job #1005 (9721 words, 14 sentences) at alpha 0.02270
2016-12-04 22:00:00,633 : DEBUG : queueing job #1006 (9039 words, 16 sentences) at alpha 0.02270
2016-12-04 22:00:00,650 : DEBUG : queueing job #1007 (9867 words, 21 sentences) at alpha 0.02269
2016-12-04 22:00:00,651 : DEBUG : queueing job #1008 (9557 words, 15 sentences) at alpha 0.02269
2016-12-04 22:00:00,673 : DEBUG : queueing job #1009 (9192 words, 18 sentences) at alpha 0.02269
2016-12-04 22:00:00,694 : DEBUG : queueing job #1010 (7915 words, 7 sentences) at alpha 0.02269
2016-12-04 22:00:00,707 : DEBUG : queueing job #1011 (8582 words, 16 sentences) at alpha 0.02269
2016-12-04 22:00:00,714 : DEBUG : queueing job #1012 (9831 words, 16 sentences) at alpha 0.02269
2016-12-04 22:00:00,736 : DEBUG : queueing job #1013 (6673 words, 16 sentences) at alpha 0.02269
2016-12-04 22:00:00,757 : DEBUG : queueing job #1014 (9891 words, 25 sentences) at alpha 0.02269
2016-12-04 22:00:00,769 : DEBUG : queueing job #1015 (9693 words, 23 sentences) at alpha 0.02268
2016-12-04 22:00:00,778 : DEBUG : queueing job #1016 (8079 words, 11 sentences) at alpha 0.02268
2016-12-04 22:00:00,790 : DEBUG : queueing job #1017 (9927 words, 15 sentences) at alpha 0.02268
2016-12-04 22:00:00,817 : DEBUG : queueing job #1018 (9829 words, 13 sentences) at alpha 0.02268
2016-12-04 22:00:00,827 : DEBUG : queueing job #1019 (9746 words, 16 sentences) at alpha 0.02268
2016-12-04 22:00:00,841 : DEBUG : queueing job #1020 (9926 words, 25 sentences) at alpha 0.02268
2016-12-04 22:00:00,849 : DEBUG : queueing job #1021 (9452 words, 26 sentences) at alpha 0.02268
2016-12-04 22:00:00,875 : DEBUG : queueing job #1022 (9900 words, 29 sentences) at alpha 0.02267
2016-12-04 22:00:00,877 : DEBUG : queueing job #1023 (7831 words, 24 sentences) at alpha 0.02267
2016-12-04 22:00:00,896 : DEBUG : queueing job #1024 (9969 words, 9 sentences) at alpha 0.02267
2016-12-04 22:00:00,910 : DEBUG : queueing job #1025 (9352 words, 8 sentences) at alpha 0.02267
2016-12-04 22:00:00,918 : DEBUG : queueing job #1026 (6282 words, 10 sentences) at alpha 0.02267
2016-12-04 22:00:00,939 : DEBUG : queueing job #1027 (9330 words, 5 sentences) at alpha 0.02267
2016-12-04 22:00:00,959 : DEBUG : queueing job #1028 (9862 words, 10 sentences) at alpha 0.02267
2016-12-04 22:00:00,960 : DEBUG : queueing job #1029 (3885 words, 3 sentences) at alpha 0.02267
2016-12-04 22:00:00,982 : DEBUG : queueing job #1030 (9355 words, 6 sentences) at alpha 0.02267
2016-12-04 22:00:00,999 : DEBUG : queueing job #1031 (9751 words, 12 sentences) at alpha 0.02266
2016-12-04 22:00:01,020 : DEBUG : queueing job #1032 (9092 words, 22 sentences) at alpha 0.02266
2016-12-04 22:00:01,023 : DEBUG : queueing job #1033 (9726 words, 8 sentences) at alpha 0.02266
2016-12-04 22:00:01,043 : DEBUG : queueing job #1034 (9454 words, 14 sentences) at alpha 0.02266
2016-12-04 22:00:01,064 : DEBUG : queueing job #1035 (9395 words, 14 sentences) at alpha 0.02266
2016-12-04 22:00:01,075 : DEBUG : queueing job #1036 (9110 words, 16 sentences) at alpha 0.02266
2016-12-04 22:00:01,088 : DEBUG : queueing job #1037 (9083 words, 14 sentences) at alpha 0.02266
2016-12-04 22:00:01,100 : DEBUG : queueing job #1038 (8672 words, 12 sentences) at alpha 0.02266
2016-12-04 22:00:01,105 : DEBUG : queueing job #1039 (9250 words, 25 sentences) at alpha 0.02266
2016-12-04 22:00:01,123 : DEBUG : queueing job #1040 (9986 words, 11 sentences) at alpha 0.02265
2016-12-04 22:00:01,134 : DEBUG : queueing job #1041 (9576 words, 31 sentences) at alpha 0.02265
2016-12-04 22:00:01,150 : DEBUG : queueing job #1042 (3267 words, 10 sentences) at alpha 0.02265
2016-12-04 22:00:01,165 : DEBUG : queueing job #1043 (11422 words, 1 sentences) at alpha 0.02265
2016-12-04 22:00:01,185 : DEBUG : queueing job #1044 (9830 words, 12 sentences) at alpha 0.02265
2016-12-04 22:00:01,192 : DEBUG : queueing job #1045 (9865 words, 11 sentences) at alpha 0.02265
2016-12-04 22:00:01,210 : INFO : PROGRESS: at 9.39% examples, 653983 words/s, in_qsize 7, out_qsize 0
2016-12-04 22:00:01,210 : DEBUG : queueing job #1046 (9803 words, 21 sentences) at alpha 0.02265
2016-12-04 22:00:01,226 : DEBUG : queueing job #1047 (7701 words, 21 sentences) at alpha 0.02265
2016-12-04 22:00:01,243 : DEBUG : queueing job #1048 (9933 words, 15 sentences) at alpha 0.02264
2016-12-04 22:00:01,251 : DEBUG : queueing job #1049 (9937 words, 30 sentences) at alpha 0.02264
2016-12-04 22:00:01,267 : DEBUG : queueing job #1050 (9854 words, 28 sentences) at alpha 0.02264
2016-12-04 22:00:01,282 : DEBUG : queueing job #1051 (9489 words, 17 sentences) at alpha 0.02264
2016-12-04 22:00:01,302 : DEBUG : queueing job #1052 (9667 words, 21 sentences) at alpha 0.02264
2016-12-04 22:00:01,305 : DEBUG : queueing job #1053 (9847 words, 21 sentences) at alpha 0.02263
2016-12-04 22:00:01,310 : DEBUG : queueing job #1054 (9609 words, 20 sentences) at alpha 0.02263
2016-12-04 22:00:01,329 : DEBUG : queueing job #1055 (6829 words, 19 sentences) at alpha 0.02263
2016-12-04 22:00:01,364 : DEBUG : queueing job #1056 (9981 words, 22 sentences) at alpha 0.02263
2016-12-04 22:00:01,370 : DEBUG : queueing job #1057 (8951 words, 10 sentences) at alpha 0.02263
2016-12-04 22:00:01,374 : DEBUG : queueing job #1058 (9931 words, 15 sentences) at alpha 0.02263
2016-12-04 22:00:01,394 : DEBUG : queueing job #1059 (9524 words, 26 sentences) at alpha 0.02263
2016-12-04 22:00:01,412 : DEBUG : queueing job #1060 (9584 words, 27 sentences) at alpha 0.02262
2016-12-04 22:00:01,428 : DEBUG : queueing job #1061 (9980 words, 13 sentences) at alpha 0.02262
2016-12-04 22:00:01,438 : DEBUG : queueing job #1062 (9735 words, 29 sentences) at alpha 0.02262
2016-12-04 22:00:01,455 : DEBUG : queueing job #1063 (9860 words, 15 sentences) at alpha 0.02262
2016-12-04 22:00:01,473 : DEBUG : queueing job #1064 (9791 words, 19 sentences) at alpha 0.02262
2016-12-04 22:00:01,490 : DEBUG : queueing job #1065 (8366 words, 19 sentences) at alpha 0.02262
2016-12-04 22:00:01,498 : DEBUG : queueing job #1066 (9456 words, 19 sentences) at alpha 0.02261
2016-12-04 22:00:01,515 : DEBUG : queueing job #1067 (9949 words, 21 sentences) at alpha 0.02261
2016-12-04 22:00:01,519 : DEBUG : queueing job #1068 (9855 words, 20 sentences) at alpha 0.02261
2016-12-04 22:00:01,552 : DEBUG : queueing job #1069 (9865 words, 28 sentences) at alpha 0.02261
2016-12-04 22:00:01,553 : DEBUG : queueing job #1070 (9959 words, 28 sentences) at alpha 0.02261
2016-12-04 22:00:01,577 : DEBUG : queueing job #1071 (9940 words, 22 sentences) at alpha 0.02260
2016-12-04 22:00:01,579 : DEBUG : queueing job #1072 (9952 words, 15 sentences) at alpha 0.02260
2016-12-04 22:00:01,614 : DEBUG : queueing job #1073 (7522 words, 15 sentences) at alpha 0.02260
2016-12-04 22:00:01,615 : DEBUG : queueing job #1074 (8075 words, 6 sentences) at alpha 0.02260
2016-12-04 22:00:01,640 : DEBUG : queueing job #1075 (7407 words, 8 sentences) at alpha 0.02260
2016-12-04 22:00:01,641 : DEBUG : queueing job #1076 (4146 words, 5 sentences) at alpha 0.02260
2016-12-04 22:00:01,669 : DEBUG : queueing job #1077 (9724 words, 5 sentences) at alpha 0.02260
2016-12-04 22:00:01,674 : DEBUG : queueing job #1078 (9256 words, 18 sentences) at alpha 0.02260
2016-12-04 22:00:01,699 : DEBUG : queueing job #1079 (8257 words, 12 sentences) at alpha 0.02260
2016-12-04 22:00:01,703 : DEBUG : queueing job #1080 (9995 words, 18 sentences) at alpha 0.02260
2016-12-04 22:00:01,732 : DEBUG : queueing job #1081 (9453 words, 21 sentences) at alpha 0.02259
2016-12-04 22:00:01,735 : DEBUG : queueing job #1082 (8769 words, 9 sentences) at alpha 0.02259
2016-12-04 22:00:01,761 : DEBUG : queueing job #1083 (9688 words, 25 sentences) at alpha 0.02259
2016-12-04 22:00:01,766 : DEBUG : queueing job #1084 (8580 words, 21 sentences) at alpha 0.02259
2016-12-04 22:00:01,783 : DEBUG : queueing job #1085 (3944 words, 4 sentences) at alpha 0.02259
2016-12-04 22:00:01,795 : DEBUG : queueing job #1086 (9887 words, 12 sentences) at alpha 0.02259
2016-12-04 22:00:01,809 : DEBUG : queueing job #1087 (9625 words, 24 sentences) at alpha 0.02259
2016-12-04 22:00:01,811 : DEBUG : queueing job #1088 (9996 words, 21 sentences) at alpha 0.02259
2016-12-04 22:00:01,812 : DEBUG : queueing job #1089 (8857 words, 18 sentences) at alpha 0.02258
2016-12-04 22:00:01,855 : DEBUG : queueing job #1090 (9996 words, 20 sentences) at alpha 0.02258
2016-12-04 22:00:01,863 : DEBUG : queueing job #1091 (9421 words, 26 sentences) at alpha 0.02258
2016-12-04 22:00:01,867 : DEBUG : queueing job #1092 (9629 words, 7 sentences) at alpha 0.02258
2016-12-04 22:00:01,876 : DEBUG : queueing job #1093 (9796 words, 27 sentences) at alpha 0.02258
2016-12-04 22:00:01,915 : DEBUG : queueing job #1094 (9205 words, 23 sentences) at alpha 0.02258
2016-12-04 22:00:01,921 : DEBUG : queueing job #1095 (9874 words, 12 sentences) at alpha 0.02257
2016-12-04 22:00:01,929 : DEBUG : queueing job #1096 (19917 words, 1 sentences) at alpha 0.02257
2016-12-04 22:00:01,930 : DEBUG : queueing job #1097 (9456 words, 33 sentences) at alpha 0.02257
2016-12-04 22:00:01,939 : DEBUG : queueing job #1098 (9866 words, 25 sentences) at alpha 0.02257
2016-12-04 22:00:01,979 : DEBUG : queueing job #1099 (9569 words, 10 sentences) at alpha 0.02257
2016-12-04 22:00:01,989 : DEBUG : queueing job #1100 (9937 words, 10 sentences) at alpha 0.02257
2016-12-04 22:00:01,992 : DEBUG : queueing job #1101 (9967 words, 30 sentences) at alpha 0.02257
2016-12-04 22:00:01,996 : DEBUG : queueing job #1102 (6743 words, 22 sentences) at alpha 0.02256
2016-12-04 22:00:02,042 : DEBUG : queueing job #1103 (9707 words, 30 sentences) at alpha 0.02256
2016-12-04 22:00:02,052 : DEBUG : queueing job #1104 (9526 words, 15 sentences) at alpha 0.02256
2016-12-04 22:00:02,052 : DEBUG : queueing job #1105 (9903 words, 26 sentences) at alpha 0.02256
2016-12-04 22:00:02,060 : DEBUG : queueing job #1106 (9781 words, 17 sentences) at alpha 0.02256
2016-12-04 22:00:02,104 : DEBUG : queueing job #1107 (8911 words, 11 sentences) at alpha 0.02255
2016-12-04 22:00:02,113 : DEBUG : queueing job #1108 (9567 words, 17 sentences) at alpha 0.02255
2016-12-04 22:00:02,114 : DEBUG : queueing job #1109 (8326 words, 18 sentences) at alpha 0.02255
2016-12-04 22:00:02,120 : DEBUG : queueing job #1110 (7347 words, 10 sentences) at alpha 0.02255
2016-12-04 22:00:02,166 : DEBUG : queueing job #1111 (9612 words, 8 sentences) at alpha 0.02255
2016-12-04 22:00:02,174 : DEBUG : queueing job #1112 (1109 words, 3 sentences) at alpha 0.02255
2016-12-04 22:00:02,175 : DEBUG : queueing job #1113 (13991 words, 1 sentences) at alpha 0.02255
2016-12-04 22:00:02,182 : DEBUG : queueing job #1114 (7690 words, 8 sentences) at alpha 0.02255
2016-12-04 22:00:02,210 : DEBUG : queueing job #1115 (5045 words, 2 sentences) at alpha 0.02255
2016-12-04 22:00:02,235 : INFO : PROGRESS: at 9.80% examples, 652874 words/s, in_qsize 7, out_qsize 0
2016-12-04 22:00:02,235 : DEBUG : queueing job #1116 (9913 words, 15 sentences) at alpha 0.02255
2016-12-04 22:00:02,236 : DEBUG : queueing job #1117 (4317 words, 15 sentences) at alpha 0.02255
2016-12-04 22:00:02,247 : DEBUG : queueing job #1118 (9843 words, 4 sentences) at alpha 0.02255
2016-12-04 22:00:02,274 : DEBUG : queueing job #1119 (2580 words, 5 sentences) at alpha 0.02255
2016-12-04 22:00:02,294 : DEBUG : queueing job #1120 (17672 words, 1 sentences) at alpha 0.02254
2016-12-04 22:00:02,298 : DEBUG : queueing job #1121 (9911 words, 24 sentences) at alpha 0.02254
2016-12-04 22:00:02,301 : DEBUG : queueing job #1122 (9576 words, 20 sentences) at alpha 0.02254
2016-12-04 22:00:02,305 : DEBUG : queueing job #1123 (9966 words, 26 sentences) at alpha 0.02254
2016-12-04 22:00:02,323 : DEBUG : queueing job #1124 (8536 words, 13 sentences) at alpha 0.02254
2016-12-04 22:00:02,355 : DEBUG : queueing job #1125 (9578 words, 23 sentences) at alpha 0.02254
2016-12-04 22:00:02,356 : DEBUG : queueing job #1126 (9974 words, 18 sentences) at alpha 0.02254
2016-12-04 22:00:02,358 : DEBUG : queueing job #1127 (8422 words, 17 sentences) at alpha 0.02253
2016-12-04 22:00:02,359 : DEBUG : queueing job #1128 (9889 words, 19 sentences) at alpha 0.02253
2016-12-04 22:00:02,378 : DEBUG : queueing job #1129 (8909 words, 16 sentences) at alpha 0.02253
2016-12-04 22:00:02,386 : DEBUG : queueing job #1130 (9657 words, 20 sentences) at alpha 0.02253
2016-12-04 22:00:02,415 : DEBUG : queueing job #1131 (9846 words, 16 sentences) at alpha 0.02253
2016-12-04 22:00:02,419 : DEBUG : queueing job #1132 (9619 words, 31 sentences) at alpha 0.02253
2016-12-04 22:00:02,440 : DEBUG : queueing job #1133 (9193 words, 17 sentences) at alpha 0.02253
2016-12-04 22:00:02,451 : DEBUG : queueing job #1134 (8583 words, 18 sentences) at alpha 0.02252
2016-12-04 22:00:02,477 : DEBUG : queueing job #1135 (9613 words, 9 sentences) at alpha 0.02252
2016-12-04 22:00:02,483 : DEBUG : queueing job #1136 (9889 words, 21 sentences) at alpha 0.02252
2016-12-04 22:00:02,494 : DEBUG : queueing job #1137 (9980 words, 21 sentences) at alpha 0.02252
2016-12-04 22:00:02,513 : DEBUG : queueing job #1138 (9918 words, 19 sentences) at alpha 0.02252
2016-12-04 22:00:02,536 : DEBUG : queueing job #1139 (9235 words, 8 sentences) at alpha 0.02252
2016-12-04 22:00:02,542 : DEBUG : queueing job #1140 (9789 words, 24 sentences) at alpha 0.02252
2016-12-04 22:00:02,557 : DEBUG : queueing job #1141 (9533 words, 19 sentences) at alpha 0.02251
2016-12-04 22:00:02,571 : DEBUG : queueing job #1142 (8550 words, 15 sentences) at alpha 0.02251
2016-12-04 22:00:02,599 : DEBUG : queueing job #1143 (9682 words, 11 sentences) at alpha 0.02251
2016-12-04 22:00:02,603 : DEBUG : queueing job #1144 (9980 words, 20 sentences) at alpha 0.02251
2016-12-04 22:00:02,619 : DEBUG : queueing job #1145 (9818 words, 13 sentences) at alpha 0.02251
2016-12-04 22:00:02,628 : DEBUG : queueing job #1146 (9955 words, 9 sentences) at alpha 0.02251
2016-12-04 22:00:02,651 : DEBUG : queueing job #1147 (9685 words, 29 sentences) at alpha 0.02251
2016-12-04 22:00:02,663 : DEBUG : queueing job #1148 (5868 words, 11 sentences) at alpha 0.02250
2016-12-04 22:00:02,682 : DEBUG : queueing job #1149 (8695 words, 14 sentences) at alpha 0.02250
2016-12-04 22:00:02,697 : DEBUG : queueing job #1150 (9993 words, 18 sentences) at alpha 0.02250
2016-12-04 22:00:02,716 : DEBUG : queueing job #1151 (9918 words, 18 sentences) at alpha 0.02250
2016-12-04 22:00:02,720 : DEBUG : queueing job #1152 (9730 words, 14 sentences) at alpha 0.02250
2016-12-04 22:00:02,747 : DEBUG : queueing job #1153 (9504 words, 19 sentences) at alpha 0.02250
2016-12-04 22:00:02,759 : DEBUG : queueing job #1154 (7812 words, 6 sentences) at alpha 0.02250
2016-12-04 22:00:02,770 : DEBUG : queueing job #1155 (9497 words, 16 sentences) at alpha 0.02250
